"codigo_localidade"	"localidade"	"nome_localidade_pai"	"codigo_variavel"	"variavel"	"unidade"	"periodo"	"pop"	"ano"
"2269"	"689"	"Região Administrativa de São José do Rio Preto"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	1516690	"2018"
"2270"	"690"	"Região Administrativa de Araçatuba"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	772939	"2018"
"2271"	"691"	"Região Administrativa de Presidente Prudente"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	857743	"2018"
"2272"	"692"	"Região Administrativa de Marília"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	973642	"2018"
"2273"	"693"	"Região Administrativa Central"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	1010368	"2018"
"2274"	"694"	"Região Administrativa de Barretos"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	432859	"2018"
"2275"	"695"	"Região Administrativa de Franca"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	747038	"2018"
"2276"	"696"	"Região Metropolitana de Campinas"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	3123180	"2018"
"2277"	"701"	"Região de Governo de Adamantina"	"Região Administrativa de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	138398	"2018"
"2278"	"702"	"Região de Governo de Andradina"	"Região Administrativa de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	196681	"2018"
"2279"	"703"	"Região de Governo de Araçatuba"	"Região Administrativa de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	576258	"2018"
"2280"	"704"	"Região de Governo de Araraquara"	"Região Administrativa Central"	"55"	"População"	"Não possui unidade"	"1980-2018"	604090	"2018"
"2281"	"705"	"Região de Governo de Assis"	"Região Administrativa de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	249483	"2018"
"2282"	"706"	"Região de Governo de Avaré"	"Região Administrativa de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	127624	"2018"
"2283"	"707"	"Região de Governo de Barretos"	"Região Administrativa de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	432859	"2018"
"2284"	"708"	"Região de Governo de Bauru"	"Região Administrativa de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	626356	"2018"
"2285"	"709"	"Região de Governo de Botucatu"	"Região Administrativa de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	301222	"2018"
"2286"	"710"	"Região de Governo de Bragança Paulista"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	582455	"2018"
"2287"	"711"	"Região de Governo de Campinas"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	3313236	"2018"
"2288"	"712"	"Região de Governo de Caraguatatuba"	"Região Administrativa de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	317121	"2018"
"2289"	"713"	"Região de Governo de Catanduva"	"Região Administrativa de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	285909	"2018"
"2290"	"714"	"Região de Governo de Cruzeiro"	"Região Administrativa de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	125869	"2018"
"2291"	"715"	"Região de Governo de Dracena"	"Região Administrativa de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	120570	"2018"
"2292"	"716"	"Região de Governo de Fernandópolis"	"Região Administrativa de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	110392	"2018"
"2293"	"717"	"Região de Governo de Franca"	"Região Administrativa de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	589921	"2018"
"2294"	"718"	"Região de Governo de Guaratinguetá"	"Região Administrativa de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	341618	"2018"
"2295"	"719"	"Região de Governo de Itapetininga"	"Região Administrativa de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	478679	"2018"
"2296"	"720"	"Região de Governo de Itapeva"	"Região Administrativa de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	528288	"2018"
"2297"	"721"	"Região de Governo de Jales"	"Região Administrativa de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	145626	"2018"
"2298"	"722"	"Região de Governo de Jaú"	"Região Administrativa de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	309486	"2018"
"2299"	"723"	"Região de Governo de Jundiaí"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	906484	"2018"
"2300"	"724"	"Região de Governo de Limeira"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	671247	"2018"
"2301"	"725"	"Região de Governo de Lins"	"Região Administrativa de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	174931	"2018"
"2302"	"726"	"Região de Governo de Marília"	"Região Administrativa de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	347447	"2018"
"2303"	"727"	"Região de Governo de Ourinhos"	"Região Administrativa de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	227426	"2018"
"2304"	"728"	"Região de Governo de Piracicaba"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	568061	"2018"
"2305"	"729"	"Região de Governo de Presidente Prudente"	"Região Administrativa de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	598775	"2018"
"2306"	"730"	"Região de Governo de Registro"	"Região Administrativa de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	272799	"2018"
"2307"	"731"	"Região de Governo de Ribeirão Preto"	"Região Administrativa de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	1366570	"2018"
"2308"	"732"	"Região de Governo de Rio Claro"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	289429	"2018"
"2309"	"733"	"Região de Governo de Santos"	"Região Administrativa de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	1798230	"2018"
"2310"	"734"	"Região de Governo de São Carlos"	"Região Administrativa Central"	"55"	"População"	"Não possui unidade"	"1980-2018"	406278	"2018"
"2311"	"735"	"Região de Governo de São João da Boa Vista"	"Região Administrativa de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	485185	"2018"
"2312"	"736"	"Região de Governo de São Joaquim da Barra"	"Região Administrativa de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	157117	"2018"
"2313"	"737"	"Região de Governo de São José do Rio Preto"	"Região Administrativa de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	797939	"2018"
"2314"	"738"	"Região de Governo de São José dos Campos"	"Região Administrativa de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	1061833	"2018"
"2315"	"739"	"Região de Governo de Sorocaba"	"Região Administrativa de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	1578570	"2018"
"2316"	"740"	"Região de Governo de Taubaté"	"Região Administrativa de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	600080	"2018"
"2317"	"741"	"Região de Governo de Tupã"	"Região Administrativa de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	149286	"2018"
"2318"	"742"	"Região de Governo de Votuporanga"	"Região Administrativa de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	176824	"2018"
"2319"	"801"	"Água Rasa"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	83127	"2018"
"2320"	"802"	"Alto de Pinheiros"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	41421	"2018"
"2321"	"803"	"Anhanguera"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	81269	"2018"
"2322"	"804"	"Aricanduva"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	86501	"2018"
"2323"	"805"	"Artur Alvim"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	101309	"2018"
"2324"	"806"	"Barra Funda"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	15745	"2018"
"2325"	"807"	"Bela Vista"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	72614	"2018"
"2326"	"808"	"Belém"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	48490	"2018"
"2327"	"809"	"Bom Retiro"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	38024	"2018"
"2328"	"810"	"Brás"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	32378	"2018"
"2329"	"811"	"Brasilândia"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	278581	"2018"
"2330"	"812"	"Butantã"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	53970	"2018"
"2331"	"813"	"Cachoeirinha"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	145688	"2018"
"2332"	"814"	"Cambuci"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	40049	"2018"
"2333"	"815"	"Campo Belo"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	64180	"2018"
"2334"	"816"	"Campo Grande"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	105734	"2018"
"2335"	"817"	"Campo Limpo"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	225585	"2018"
"2336"	"818"	"Cangaiba"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	137737	"2018"
"2337"	"819"	"Capão Redondo"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	290943	"2018"
"2338"	"820"	"Carrão"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	84735	"2018"
"2339"	"821"	"Casa Verde"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	86009	"2018"
"2340"	"822"	"Cidade Ademar"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	282224	"2018"
"2341"	"823"	"Cidade Dutra"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	201462	"2018"
"2342"	"824"	"Cidade Lider"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	133606	"2018"
"2343"	"825"	"Cidade Tiradentes"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	230610	"2018"
"2344"	"826"	"Consolação"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	57437	"2018"
"2345"	"827"	"Cursino"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	112963	"2018"
"2346"	"828"	"Ermelino Matarazzo"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	117821	"2018"
"2347"	"829"	"Freguesia do Ó"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	140561	"2018"
"2348"	"830"	"Grajaú"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	384203	"2018"
"2349"	"831"	"Guaianases"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	108449	"2018"
"2350"	"832"	"Iguatemi"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	145317	"2018"
"2351"	"833"	"Ipiranga"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	111265	"2018"
"2352"	"834"	"Itaim Bibi"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	96561	"2018"
"2353"	"835"	"Itaim Paulista"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	232620	"2018"
"2354"	"836"	"Itaquera"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	210158	"2018"
"2355"	"837"	"Jabaquara"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	228281	"2018"
"2356"	"838"	"Jaçanã"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	95812	"2018"
"2357"	"839"	"Jaguara"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	24131	"2018"
"2358"	"840"	"Jaguaré"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	54203	"2018"
"2359"	"841"	"Jaraguá"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	207640	"2018"
"2360"	"842"	"Jardim Ângela"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	329893	"2018"
"2361"	"843"	"Jardim Helena"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	135109	"2018"
"2362"	"844"	"Jardim Paulista"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	90455	"2018"
"2363"	"845"	"Jardim São Luís"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	288748	"2018"
"2364"	"846"	"José Bonifácio"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	134369	"2018"
"2365"	"847"	"Lajeado"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	172402	"2018"
"2366"	"848"	"Lapa"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	67063	"2018"
"2367"	"849"	"Liberdade"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	72206	"2018"
"2368"	"850"	"Limão"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	79567	"2018"
"2369"	"851"	"Mandaqui"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	109031	"2018"
"2370"	"852"	"Marsilac"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	8370	"2018"
"2371"	"853"	"Moema"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	88515	"2018"
"2372"	"854"	"Mooca"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	79662	"2018"
"2373"	"855"	"Morumbi"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	51914	"2018"
"2374"	"856"	"Parelheiros"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	149108	"2018"
"2375"	"857"	"Pari"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	18752	"2018"
"2376"	"858"	"Parque do Carmo"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	71087	"2018"
"2377"	"859"	"Pedreira"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	157688	"2018"
"2378"	"860"	"Penha"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	128981	"2018"
"2379"	"861"	"Perdizes"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	114314	"2018"
"2380"	"862"	"Perus"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	87474	"2018"
"2381"	"863"	"Pinheiros"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	65882	"2018"
"2382"	"864"	"Pirituba"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	170644	"2018"
"2383"	"865"	"Ponte Rasa"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	90513	"2018"
"2384"	"866"	"Raposo Tavares"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	106046	"2018"
"2385"	"867"	"República"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	61123	"2018"
"2386"	"868"	"Rio Pequeno"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	122764	"2018"
"2387"	"869"	"Sacomã"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	260767	"2018"
"2388"	"870"	"Santa Cecília"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	87820	"2018"
"2389"	"871"	"Santana"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	114204	"2018"
"2390"	"872"	"Santo Amaro"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	74139	"2018"
"2391"	"873"	"São Domingos"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	86112	"2018"
"2392"	"874"	"São Lucas"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	142954	"2018"
"2393"	"875"	"São Mateus"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	155189	"2018"
"2394"	"876"	"São Miguel"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	89552	"2018"
"2395"	"877"	"São Rafael"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	156616	"2018"
"2396"	"878"	"Sapopemba"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	288801	"2018"
"2397"	"879"	"Saúde"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	133735	"2018"
"2398"	"880"	"Sé"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	26154	"2018"
"2399"	"881"	"Socorro"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	36356	"2018"
"2400"	"882"	"Tatuapé"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	95364	"2018"
"2401"	"883"	"Tremembé"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	218574	"2018"
"2402"	"884"	"Tucuruvi"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	96856	"2018"
"2403"	"885"	"Vila Andrade"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	156904	"2018"
"2404"	"886"	"Vila Curuçá"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	152431	"2018"
"2405"	"887"	"Vila Formosa"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	94307	"2018"
"2406"	"888"	"Vila Guilherme"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	56611	"2018"
"2407"	"889"	"Vila Jacuí"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	145045	"2018"
"2408"	"890"	"Vila Leopoldina"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	44199	"2018"
"2409"	"891"	"Vila Maria"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	113835	"2018"
"2410"	"892"	"Vila Mariana"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	132016	"2018"
"2411"	"893"	"Vila Matilde"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	105522	"2018"
"2412"	"894"	"Vila Medeiros"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	124500	"2018"
"2413"	"895"	"Vila Prudente"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	104649	"2018"
"2414"	"896"	"Vila Sônia"	"São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	119354	"2018"
"2415"	"1000"	"Total do Estado de São Paulo"	"Não possui nome_localidade_pai"	"55"	"População"	"Não possui unidade"	"1980-2018"	43993159	"2018"
"2416"	"697"	"Região Metropolitana do Vale do Paraíba e Litoral Norte"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	2446521	"2018"
"2417"	"698"	"Região Administrativa de Itapeva"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	528288	"2018"
"2418"	"699"	"Região Metropolitana de Sorocaba"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	2038121	"2018"
"2419"	"901"	"Aglomeração Urbana de Jundiaí"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	778691	"2018"
"2420"	"902"	"Aglomeração Urbana de Piracicaba"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	1428859	"2018"
"2421"	"951"	"Região Metropolitana de Ribeirão Preto"	"Total do Estado de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	1640186	"2018"
"2422"	"1"	"Adamantina"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	411.99	"2016"
"2423"	"2"	"Adolfo"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	211.06	"2016"
"2424"	"3"	"Aguaí"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	474.55	"2016"
"2425"	"4"	"Águas da Prata"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	142.96	"2016"
"2426"	"5"	"Águas de Lindóia"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	60.13	"2016"
"2427"	"6"	"Águas de São Pedro"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	3.61	"2016"
"2428"	"7"	"Agudos"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	966.71	"2016"
"2429"	"8"	"Alfredo Marcondes"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	118.92	"2016"
"2430"	"9"	"Altair"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	313.01	"2016"
"2431"	"10"	"Altinópolis"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	928.96	"2016"
"2432"	"11"	"Alto Alegre"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	318.57	"2016"
"2433"	"12"	"Álvares Florence"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	362.41	"2016"
"2434"	"13"	"Álvares Machado"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	347.65	"2016"
"2435"	"14"	"Álvaro de Carvalho"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	153.66	"2016"
"2436"	"15"	"Alvinlândia"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	84.88	"2016"
"2437"	"16"	"Americana"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	133.91	"2016"
"2438"	"17"	"Américo Brasiliense"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	122.79	"2016"
"2439"	"18"	"Américo de Campos"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	252.88	"2016"
"2440"	"19"	"Amparo"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	445.32	"2016"
"2441"	"20"	"Analândia"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	325.95	"2016"
"2442"	"21"	"Andradina"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	964.23	"2016"
"2443"	"22"	"Angatuba"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1027.29	"2016"
"2444"	"23"	"Anhembi"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	736.56	"2016"
"2445"	"24"	"Anhumas"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	320.84	"2016"
"2446"	"25"	"Aparecida"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	121.08	"2016"
"2447"	"26"	"Aparecida d'Oeste"	"Região de Governo de Jales"	"5"	"Área"	"(Em km2)"	"1980-2018"	179	"2016"
"2448"	"27"	"Apiaí"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	974.32	"2016"
"2449"	"28"	"Araçatuba"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	1167.13	"2016"
"2450"	"29"	"Araçoiaba da Serra"	"Região de Governo de Sorocaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	255.33	"2016"
"2451"	"30"	"Aramina"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	202.83	"2016"
"2452"	"31"	"Arandu"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	285.91	"2016"
"2453"	"32"	"Araraquara"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	1003.63	"2016"
"2454"	"33"	"Araras"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	644.83	"2016"
"2455"	"34"	"Arealva"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	504.97	"2016"
"2456"	"35"	"Areias"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	305.23	"2016"
"2457"	"36"	"Areiópolis"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	85.91	"2016"
"2458"	"37"	"Ariranha"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	132.62	"2016"
"2459"	"38"	"Artur Nogueira"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	178.03	"2016"
"2460"	"39"	"Arujá"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	96.17	"2016"
"2461"	"40"	"Assis"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	460.61	"2016"
"2462"	"41"	"Atibaia"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	478.52	"2016"
"2463"	"42"	"Auriflama"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	434.5	"2016"
"2464"	"43"	"Avaí"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	540.69	"2016"
"2465"	"44"	"Avanhandava"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	338.37	"2016"
"2466"	"45"	"Avaré"	"Região de Governo de Avaré"	"5"	"Área"	"(Em km2)"	"1980-2018"	1213.06	"2016"
"2467"	"46"	"Bady Bassitt"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	110.37	"2016"
"2468"	"47"	"Balbinos"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	91.64	"2016"
"2469"	"48"	"Bálsamo"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.88	"2016"
"2470"	"49"	"Bananal"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	616.43	"2016"
"2471"	"50"	"Barão de Antonina"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	153.14	"2016"
"2472"	"51"	"Barbosa"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	205.21	"2016"
"2473"	"52"	"Bariri"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	444.41	"2016"
"2474"	"53"	"Barra Bonita"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	150.12	"2016"
"2475"	"54"	"Barra do Turvo"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1007.67	"2016"
"2476"	"55"	"Barretos"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	1566.16	"2016"
"2477"	"56"	"Barrinha"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	146.03	"2016"
